customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00392,Kelly Torres,Sharjah,2025-04-28,App,Premium
CUST_00393,Michael Reed,Ajman,2025-03-21,App,Premium
CUST_00394,Danielle Reid,Ajman,2025-01-05,App,Regular
CUST_00395,Eric Ferguson,Dubai,2025-03-14,Web,Regular
CUST_00396,Lauren Jackson,Dubai,2025-07-15,App,VIP
CUST_00397,Kristy Bryan,Abu Dhabi,2025-06-29,Call Center,Regular
CUST_00398,Travis Wise,Dubai,2025-11-24,Web,Premium
CUST_00399,Pamela Butler,Ajman,2025-01-23,Call Center,Premium
CUST_00400,Mr. Dylan Frye MD,Sharjah,2025-12-09,Call Center,Regular
CUST_00401,Benjamin Brown,Dubai,2025-04-03,App,Regular
CUST_00402,John Peterson,Abu Dhabi,2025-05-27,Web,Regular
CUST_00403,Nathan Gross,Abu Dhabi,2025-11-05,Web,Regular
CUST_00404,Bianca Wood,Dubai,2025-09-28,Web,Regular
CUST_00405,John Adams,Abu Dhabi,2025-09-26,App,Premium
CUST_00406,Anthony Dougherty,Abu Dhabi,2025-05-01,Call Center,Regular
CUST_00407,Sean Moore,Dubai,2025-11-04,Web,Regular
CUST_00408,Michelle Lee,Abu Dhabi,2025-12-13,Call Center,Premium
CUST_00409,Mr. Jonathan Parker Jr.,Ras Al Khaimah,2025-01-25,App,Regular
CUST_00410,Tracy Lewis,Abu Dhabi,2025-05-08,Referral,Regular
CUST_00411,Douglas Harper,Dubai,2025-11-24,Referral,Regular
CUST_00412,Adam Rodriguez,Dubai,2025-02-25,Web,VIP
CUST_00413,Monica Gallagher,Abu Dhabi,2025-05-20,App,Regular
CUST_00414,Anthony Hoffman,Sharjah,2025-03-22,Web,Regular
CUST_00415,Angel Gordon,dubai,2025-12-21,Call Center,Premium
CUST_00416,Lisa Carr,Dubai,2025-11-12,Call Center,Regular
CUST_00417,Jennifer Norton,Ajman,2025-03-29,Web,Premium
CUST_00418,Holly Thomas,Abu Dhabi,2025-06-26,Web,VIP
CUST_00419,Amber Taylor,Abu Dhabi,2025-05-02,Web,Regular
CUST_00420,Kelly Hernandez,Sharjah,2025-10-02,Web,Regular
CUST_00421,Louis Martin,Sharjah,2025-03-17,Call Center,Regular
CUST_00422,Katie Hicks,Dubai,2025-03-13,App,Premium
CUST_00423,Elizabeth Cabrera,Abu Dhabi,2025-07-25,Call Center,Premium
CUST_00424,Brian Butler,Dubai,2025-09-03,App,Regular
CUST_00425,Molly Watts,Ajman,2025-06-14,App,Regular
CUST_00426,Deborah Rios,Dubai,2025-05-27,App,Regular
CUST_00427,Lauren Jackson,Abu Dhabi,2025-03-23,Web,Regular
CUST_00428,Michael Johnson,Dubai,2025-11-20,App,Regular
CUST_00429,Jeremy Barnes,Abu Dhabi,2025-05-09,Web,Regular
CUST_00430,Jennifer Hampton,Ras Al Khaimah,2025-07-11,Call Center,Regular
CUST_00431,Nancy Brown,Dubai,2025-10-19,App,Regular
CUST_00432,Kristina Bolton,Dubai,2025-12-23,Web,Regular
CUST_00433,Emily Thompson,Dubai,2025-03-15,App,Regular
CUST_00434,Megan Dillon,Abu Dhabi,2025-05-14,Web,Regular
CUST_00435,Cheryl Wright,Abu Dhabi,2025-09-25,Call Center,Regular
CUST_00436,William Evans,Abu Dhabi,2025-03-03,App,Regular
CUST_00437,Melissa Burns,Ras Al Khaimah,2025-09-19,App,VIP
CUST_00438,Timothy Pope,Abu Dhabi,2025-04-30,App,Regular
CUST_00439,Kenneth Daniels,Ras Al Khaimah,2025-12-03,Web,Premium
CUST_00440,Tina Ballard,Dubai,2025-04-20,App,Regular
CUST_00441,Tyler Miller,Sharjah,2025-05-29,App,VIP
CUST_00442,Nicole Lewis,Abu Dhabi,2025-02-03,App,Regular
CUST_00443,Melissa Taylor,Dubai,2025-01-09,Web,Premium
CUST_00444,Michael Schmidt,Dubai,2025-10-17,Web,Regular
CUST_00445,Jason Love,Dubai,2025-08-23,Call Center,Regular
CUST_00446,Brenda Oconnell,Abu Dhabi,2025-08-18,App,Regular
CUST_00447,Timothy Johns,Dubai,2025-08-29,App,Regular
CUST_00448,Nicole Mitchell,Ajman,2025-12-01,Call Center,Regular
CUST_00449,Susan Davis,Ajman,2025-11-11,App,Premium
CUST_00450,Miranda Zuniga,Abu Dhabi,2025-11-16,Call Center,Regular
CUST_00451,Ryan Peck,Ajman,2025-02-15,Web,Regular
CUST_00452,Jennifer Simpson DVM,Sharjah,2025-06-11,Web,Regular
CUST_00453,Alexandra Bradley,Dubai,2025-01-18,App,Regular
CUST_00454,Frances Gibson,Dubai,2025-05-14,App,VIP
CUST_00455,Brandi Gordon,Abu Dhabi,2025-09-27,Call Center,Regular
CUST_00456,Brian Martin,AJMAN,2025-06-17,Web,Regular
CUST_00457,Michelle Smith,Ajman,2025-08-30,App,Regular
CUST_00458,Laura Todd,Dubai,2025-01-29,Web,Regular
CUST_00459,Margaret Sullivan,Abu Dhabi,2025-01-29,App,Regular
CUST_00460,Angie Caldwell,Sharjah,2025-05-12,Web,Regular
CUST_00461,Mrs. Taylor Smith,Abu Dhabi,2025-05-30,App,Premium
CUST_00462,Paul Finley,Dubai,2025-02-16,Web,Regular
CUST_00463,Laura Green,Dubai,2025-01-09,Call Center,Regular
CUST_00464,Amy Wilson,Dxb,2025-09-28,Call Center,Regular
CUST_00465,Michael Leblanc,Dubai,2025-03-28,App,Regular
CUST_00466,Margaret Shepard,Sharjah,2025-09-24,Web,Regular
CUST_00467,Colleen Anderson,Abu Dhabi,2025-04-17,App,Regular
CUST_00468,William Brooks,dubai,2025-08-13,Web,Regular
CUST_00469,Rebecca Petersen,Abu Dhabi,2025-03-08,Call Center,Regular
CUST_00470,Linda Cobb,Sharjah,2025-01-11,Web,Regular
CUST_00471,Heidi Stark,Dubai,2025-03-31,Referral,Regular
CUST_00472,Joshua Wagner,Dubai,2025-09-07,Call Center,Regular
CUST_00473,Scott Ramos,Sharjah,2025-03-10,App,Premium
CUST_00474,Katherine Nolan,Abu Dhabi,2025-07-04,Call Center,VIP
CUST_00475,Jody Palmer,Abu Dhabi,2025-07-11,Web,Regular
CUST_00476,Kristin Chambers,Dubai,2025-05-01,Web,Regular
CUST_00477,Jennifer Velasquez,Dubai,2025-09-13,Web,Premium
CUST_00478,Amber Cooper,Abu Dhabi,2025-02-15,Call Center,Premium
CUST_00479,Amy Shannon,Ras Al Khaimah,2025-01-21,Web,VIP
CUST_00480,Jason Mack,Sharjah,2025-02-21,App,Premium
CUST_00481,Steven West,Dubai,2025-08-24,Web,Regular
CUST_00482,Michael Stanley,Sharjah,2025-08-06,Web,Regular
CUST_00483,Hannah White,Dubai,2025-12-14,Call Center,Regular
CUST_00484,Monica Walker,Ras Al Khaimah,2025-04-01,Web,Regular
CUST_00485,Veronica Ford,Dubai,2025-02-16,Web,Premium
CUST_00486,Samantha Wright,Dubai,2025-01-21,Referral,Premium
CUST_00487,Colin Golden,Dubai,2026-01-05,Referral,VIP
CUST_00488,Matthew Mendez,Ajman,2025-02-01,App,Regular
CUST_00489,Austin Wheeler,Abu Dhabi,2025-12-22,App,Regular
CUST_00490,Michele Williams,Dubai,2025-08-12,Call Center,Premium
CUST_00491,David Robinson,Dubai,2025-11-29,App,Regular
CUST_00492,Wyatt Young,Dubai,2025-11-24,Call Center,Regular
CUST_00493,Patricia Cardenas,Abu Dhabi,2025-07-13,Call Center,Regular
CUST_00494,Charles Keller,Dubai,2025-12-17,Referral,Regular
CUST_00495,Donald Hawkins,Abu Dhabi,2025-12-21,Web,Regular
CUST_00496,Jessica Simpson,Dubai,2025-01-14,App,VIP
CUST_00497,Megan Floyd,Dubai,2025-06-06,App,Regular
CUST_00498,Jennifer Evans,Dubai,2025-04-28,Referral,Regular
CUST_00499,Kara Atkinson,Dubai,2025-10-19,Web,Regular
CUST_00500,Brianna Ford,Ras Al Khaimah,2025-05-06,Call Center,Premium
CUST_00501,Tracy Grant,Sharjah,2025-08-25,Web,Regular
CUST_00502,David Rivera,Dubai,2025-05-10,Call Center,Premium
CUST_00503,Sarah Davis,Sharjah,2025-08-28,App,Regular
CUST_00504,James Jacobs,Sharjah,2025-12-15,Referral,Regular
CUST_00505,Chelsea Gill,Dubai,2025-02-02,Web,Regular
CUST_00506,Sean Cook,Ras Al Khaimah,2025-04-02,App,Regular
CUST_00507,Colton Figueroa,Sharjah,2025-12-23,Web,Regular
CUST_00508,Melissa Padilla,ABU DHABI,2025-02-03,Call Center,Regular
CUST_00509,Kristen Rowe,Sharjah,2025-04-25,App,Regular
CUST_00510,Matthew Parker,Sharjah,2026-01-03,Web,VIP
CUST_00511,Kathleen Garcia,Dubai,2025-08-16,Call Center,Regular
CUST_00512,Erica Harris,Dxb,2025-11-02,Web,Regular
CUST_00513,Justin Walker,Dubai,2025-01-17,Web,Regular
CUST_00514,Juan Silva,Sharjah,2025-11-14,App,Premium
CUST_00515,Craig Hall,Dubai,2025-01-24,App,Regular
CUST_00516,Mr. Michael Scott PhD,DUBAI,2025-11-12,Web,Regular
CUST_00517,Nicholas Bell,Dubai,2025-05-16,Web,Premium
CUST_00518,Katherine Stark,Abu Dhabi,2025-10-24,Web,Regular
CUST_00519,Sara Jones,Dubai,2025-07-25,Web,Regular
CUST_00520,Jennifer Kirby,Sharjah,2025-01-24,Web,Premium
CUST_00521,Chris Robinson,Abu Dhabi,2025-01-07,App,Regular
CUST_00522,Luke Estrada,Abu Dhabi,2025-09-15,Web,Regular
CUST_00523,Alexis Patel,Abu Dhabi,2025-07-11,Call Center,Regular
CUST_00524,Joseph Hill,Dubai,2025-06-05,App,Premium
CUST_00525,Robert Craig,Sharjah,2025-12-26,Web,Regular
CUST_00526,Brent Hernandez,Dubai,2025-07-06,Web,Regular
CUST_00527,Dawn Gomez,Dubai,2025-04-27,Web,Premium
CUST_00528,Tyler Stevens,Ras Al Khaimah,2025-05-02,Web,Regular
CUST_00529,Courtney Sutton DVM,Abu Dhabi,2025-09-01,App,Regular
CUST_00530,James Tran,Ras Al Khaimah,2025-05-08,App,Regular
CUST_00531,Michele Miller,Abu Dhabi,2025-03-06,Referral,Regular
CUST_00532,Erin Madden,Sharjah,2025-12-20,Call Center,Regular
CUST_00533,Tamara Hall,Abu Dhabi,2026-01-04,Call Center,Regular
CUST_00534,Thomas Cohen,Ajman,2025-03-14,Call Center,Regular
CUST_00535,Kristy Johnson,Sharjah,2025-03-19,Referral,Premium
CUST_00536,Daniel Thomas,Abu Dhabi,2025-05-10,Web,Regular
CUST_00537,Elizabeth Elliott,Abu Dhabi,2025-11-13,App,Regular
CUST_00538,Kimberly Reyes,Dubai,2026-01-03,App,Premium
CUST_00539,Melissa Miller,Sharjah,2025-02-09,App,Regular
CUST_00540,Jeffrey Roberson,Dubai,2025-12-12,App,Regular
CUST_00541,Lisa Larson,Ajman,2025-05-04,Referral,Regular
CUST_00542,Donald Riddle,Abu Dhabi,2025-08-09,Call Center,Regular
CUST_00543,Juan Bennett,Abu Dhabi,2025-07-07,App,Regular
CUST_00544,Mary Miller,Abu Dhabi,2025-01-25,Web,Regular
CUST_00545,Michelle Miller,Dubai,2025-05-11,App,Premium
CUST_00546,Richard Moore,Abu Dhabi,2025-05-27,Call Center,Regular
CUST_00547,Brian Smith,Sharjah,2025-05-26,Web,VIP
CUST_00548,Philip Garcia,Dubai,2025-05-15,Web,Regular
CUST_00549,Jerry Peters,Dubai,2025-12-15,Referral,VIP
CUST_00550,Brandon Spencer,Dubai,2025-06-14,App,Regular
CUST_00551,Alexandria Gutierrez,Dubai,2025-11-27,Web,Regular
CUST_00552,Kristin Haney,Ras Al Khaimah,2025-03-06,Call Center,Premium
CUST_00553,Carolyn James,Dubai,2025-03-31,Web,Regular
CUST_00554,Derrick Thomas,Dubai,2025-04-12,Web,Regular
CUST_00555,Jason Washington,Ajman,2025-04-26,App,Regular
CUST_00556,Tony Le,Ajman,2025-05-09,Web,Regular
CUST_00557,Christina Rodriguez,Sharjah,2025-10-25,Call Center,Regular
CUST_00558,James Skinner,Dubai,2025-11-19,Web,Regular
CUST_00559,Erin Cook,Ajman,2025-06-07,App,Premium
CUST_00560,Larry Dominguez,Abu Dhabi,2025-08-24,Call Center,Premium
CUST_00561,Vincent Novak,Ajman,2025-06-21,Referral,Premium
CUST_00562,Mackenzie Faulkner,Dubai,2025-09-09,Web,VIP
CUST_00563,Douglas Hartman,Abu Dhabi,2025-08-19,App,Regular
CUST_00564,Justin Vargas,Sharjah,2025-07-01,App,Regular
CUST_00565,Krista Benton,Dubai,2025-09-29,Web,Regular
CUST_00566,Christine Salinas,Sharjah,2025-06-17,App,Regular
CUST_00567,Rebecca Ortiz,Abu Dhabi,2025-08-30,Web,Regular
CUST_00568,Eric King,Sharjah,2025-09-29,App,Regular
CUST_00569,Rachel Jones,Dubai,2025-10-14,App,VIP
CUST_00570,Kimberly Mclean,Dubai,2025-05-13,App,Regular
CUST_00571,Rachel Ward,Sharjah,2025-06-29,App,Regular
CUST_00572,David Ortega,Abu Dhabi,2025-09-07,Call Center,Regular
CUST_00573,Amanda Terrell,Sharjah,2025-01-20,Referral,Regular
CUST_00574,Erin Hogan,Dubai,2025-06-11,Web,Regular
CUST_00575,David Dixon,Ajman,2025-08-15,Web,Regular
CUST_00576,James Barton,Sharjah,2025-05-15,Web,Premium
CUST_00577,Alexander Garcia,AJMAN,2025-05-17,Referral,Regular
CUST_00578,Angelica Guerra,Dubai,2025-05-18,Web,Regular
CUST_00579,Grant Mueller,Abu Dhabi,2026-01-03,Web,Regular
CUST_00580,Brent Bowen,Abu Dhabi,2025-05-15,Call Center,Regular
CUST_00581,Eric Patrick,Dubai,2025-06-09,Call Center,Regular
CUST_00582,Greg Rodriguez,Dubai,2025-07-03,Referral,Premium
CUST_00583,Natalie Black,Dubai,2025-03-20,Web,Regular
CUST_00584,Jeffery Murray,Dubai,2025-11-25,Call Center,Premium
CUST_00585,Charlotte Sandoval,Dubai,2025-10-20,App,Regular
CUST_00586,Lucas Gonzalez,Dubai,2025-09-09,App,Regular
CUST_00587,Michael Harris,Ajman,2025-05-08,Referral,Regular
CUST_00588,Rebecca Herrera,Dubai,2025-03-12,Web,Regular
CUST_00589,Jim Baker,Dubai,2025-07-14,App,Premium
CUST_00590,Margaret Harper,Abu Dhabi,2025-05-26,Referral,Regular
CUST_00591,Hannah Bruce,Sharjah,2025-09-13,Web,Regular
CUST_00592,Michele Evans,Ajman,2025-09-12,App,Regular
CUST_00593,Emily Allen,Dubai,2025-02-19,Web,Premium
CUST_00594,Michael Dixon,Abu Dhabi,2025-02-08,Web,Premium
CUST_00595,Laura Henderson,Abu Dhabi,2025-10-12,Web,Regular
CUST_00596,Melissa Brewer,Ras Al Khaimah,2025-06-03,Call Center,Regular
CUST_00597,Katherine Taylor,Ajman,2025-10-06,Call Center,Regular
CUST_00598,Lisa Glenn,Ras Al Khaimah,2025-03-08,Web,Regular
CUST_00599,Mr. James Hoffman,Abu Dhabi,2025-10-06,Call Center,Regular
CUST_00600,John Mckinney,Sharjah,2025-11-17,App,Regular
CUST_00601,Bradley Johnson DDS,Dubai,2025-06-14,Web,Regular
CUST_00602,Danny Roberts,Abu Dhabi,2025-08-19,App,Premium
CUST_00603,Patricia Simpson,Abu Dhabi,2025-03-13,Call Center,Premium
CUST_00604,Debra Daniels,DUBAI,2025-03-31,Call Center,Regular
CUST_00605,Nicole Wolf,Dubai,2025-03-07,Call Center,Regular
CUST_00606,Wanda Garcia,Abu Dhabi,2025-03-09,Call Center,Regular
CUST_00607,Zachary Cole,Sharjah,2025-11-04,Call Center,Regular
CUST_00608,Angie Grimes,Dubai,2025-07-24,Referral,Regular
CUST_00609,Cynthia Cochran,Sharjah,2025-08-08,Referral,Regular
CUST_00610,Lisa Patterson,Sharjah,2025-12-02,Referral,Regular
CUST_00611,Robin Trujillo,Dubai,2025-05-31,Call Center,Regular
CUST_00612,Linda Jackson,Abu Dhabi,2025-11-07,Web,Premium
CUST_00613,Derek Hodge,Abu Dhabi,2025-11-11,Web,Regular
CUST_00614,Paul Jenkins,Dubai,2025-03-12,Web,VIP
CUST_00615,Sharon Martinez DVM,Abu Dhabi,2025-12-31,Web,Regular
CUST_00616,Frank Wright,Dubai,2025-06-06,App,Regular
CUST_00617,Kenneth Adams MD,Abu Dhabi,2025-10-14,App,Regular
CUST_00618,Robert Mack,Ras Al Khaimah,2025-04-07,Web,Regular
CUST_00619,Diana Mayer,Abu Dhabi,2025-08-29,Web,Regular
CUST_00620,John Perkins,Abu Dhabi,2025-02-22,App,Regular
CUST_00621,Judy Beck,Dubai,2025-12-23,App,Premium
CUST_00622,Rebecca Sanders,Abu Dhabi,2025-11-18,App,Regular
CUST_00623,Kathleen Morris,Dubai,2025-12-14,App,Regular
CUST_00624,Kenneth Knight,Dubai,2025-11-07,Call Center,Regular
CUST_00625,Stephanie Farmer,Dubai,2025-07-15,Web,VIP
CUST_00626,Richard Stevens,Dubai,2025-02-19,App,Regular
CUST_00627,Brooke Bryant,Sharjah,2025-03-17,Referral,Premium
CUST_00628,Michael Anderson,Abu Dhabi,2025-09-01,App,Premium
CUST_00629,Timothy Hill,Ras Al Khaimah,2025-01-12,Call Center,Regular
CUST_00630,Jacob Mckee,Sharjah,2025-08-07,App,Premium
CUST_00631,Mario Barber,Dubai,2025-11-24,App,Regular
CUST_00632,Brandon Davis,Dubai,2025-05-31,Web,Regular
CUST_00633,Casey Perez,Ajman,2025-12-02,App,Regular
CUST_00634,Michael Montoya,Ajman,2025-10-16,Web,Regular
CUST_00635,Karen Perez,Abu Dhabi,2025-09-27,Web,Regular
CUST_00636,Ashley Edwards,Dubai,2025-02-12,Call Center,Premium
CUST_00637,Raymond Mullins,Dubai,2025-01-06,Web,Premium
CUST_00638,Megan Jones,ras al khaimah,2025-09-19,App,Regular
CUST_00639,Carly Bell,Dubai,2025-11-21,App,Regular
CUST_00640,Brittany Jenkins,Ajman,2025-03-07,Web,Regular
CUST_00641,Angelica Garcia,Sharjah,2025-10-25,Call Center,Regular
CUST_00642,Janet Richmond,Abu Dhabi,2025-04-13,App,Regular
CUST_00643,Danielle Newman,Ajman,2025-02-03,Web,Premium
CUST_00644,Lindsay Lawson,Sharjah,2025-06-09,Web,Premium
CUST_00645,Mary Turner,Dubai,2025-03-20,Web,Regular
CUST_00646,Elizabeth Brown,Abu Dhabi,2025-04-14,App,Regular
CUST_00647,Brian Porter MD,Abu Dhabi,2025-06-09,Web,Regular
CUST_00648,Dr. Bonnie Valencia,Ajman,2025-07-16,Referral,Regular
CUST_00649,Michael Farmer,AD,2025-05-10,Web,Regular
CUST_00650,Austin Baker,Sharjah,2025-06-29,App,VIP
CUST_00651,Tiffany Sanders,Abu Dhabi,2025-04-27,App,Regular
CUST_00652,Kathryn Perry,Dubai,2025-03-12,Referral,Regular
CUST_00653,Joshua Jensen,dubai,2026-01-02,App,Regular
CUST_00654,Bob Mccall,Dubai,2025-11-15,App,Regular
CUST_00655,Jeanette Walters,Dubai,2025-05-06,App,VIP
CUST_00656,Jeffrey Ashley,Dubai,2025-04-01,Web,VIP
CUST_00657,Brandon Hamilton,Abu Dhabi,2025-10-16,App,VIP
CUST_00658,Amy Wade,Dubai,2025-04-23,Referral,Premium
CUST_00659,Michael Miles,Ras Al Khaimah,2025-11-05,Web,Regular
CUST_00660,Gregory Holmes PhD,Dubai,2025-12-13,Web,Regular
CUST_00661,Cameron Norman,Dubai,2025-02-24,App,Regular
CUST_00662,Bailey Yoder,Sharjah,2025-01-25,Referral,Regular
CUST_00663,Denise Brown,Dubai,2025-04-06,Web,VIP
CUST_00664,Jorge Brown PhD,Dubai,2025-12-24,Web,Regular
CUST_00665,David Garcia,Ras Al Khaimah,2025-09-13,App,Regular
CUST_00666,Jordan Williams,Sharjah,2025-10-06,App,Regular
CUST_00667,John Reyes,Dubai,2025-05-29,Web,VIP
CUST_00668,Tyler Johnson,Dubai,2025-04-05,Referral,Premium
CUST_00669,David Moon,Abu Dhabi,2025-05-24,App,Premium
CUST_00670,Blake Watson,Abu Dhabi,2025-01-09,Call Center,Regular
CUST_00671,Robert Jarvis,Ajman,2025-01-16,Referral,VIP
CUST_00672,John Campbell,Abu Dhabi,2025-04-22,Web,Premium
CUST_00673,Juan Smith,Abu Dhabi,2025-09-11,Web,Regular
CUST_00674,Richard Stevenson,Abu Dhabi,2025-07-26,Referral,Regular
CUST_00675,Kevin Snyder,Sharjah,2025-08-11,Web,Premium
CUST_00676,Kimberly Flynn,Sharjah,2025-09-21,Call Center,Regular
CUST_00677,Jason Hall,Ras Al Khaimah,2025-11-28,Call Center,Regular
CUST_00678,Melissa Smith,Sharjah,2025-12-22,App,Regular
CUST_00679,Matthew Sweeney,Dubai,2025-11-25,Web,Regular
CUST_00680,Joseph Allen,Ajman,2025-07-31,Call Center,VIP
CUST_00681,Valerie Thomas,Dubai,2025-11-23,Web,Regular
CUST_00682,Thomas Merritt,Dubai,2025-07-27,Call Center,Regular
CUST_00683,Jacqueline Villegas,Dubai,2025-03-02,Call Center,VIP
CUST_00684,Kathy Walsh,Dubai,2025-10-13,Call Center,Regular
CUST_00685,Keith Graham,Dubai,2025-03-10,App,Regular
CUST_00686,Dean Edwards,Dubai,2025-05-25,Call Center,Premium
CUST_00687,Nancy Stewart,Sharjah,2025-05-11,Call Center,Premium
CUST_00688,Tony Taylor,dubai,2025-01-27,Web,Regular
CUST_00689,Christopher Owens,Abu Dhabi,2025-12-28,App,Regular
CUST_00690,Hunter Townsend,Abu Dhabi,2025-06-26,Web,Regular
CUST_00691,Derek Wilson,Dubai,2025-12-28,App,Regular
CUST_00692,Elizabeth Bush,Abu Dhabi,2025-08-26,App,Regular
CUST_00693,Scott Hernandez,Dubai,2025-01-17,Web,Regular
CUST_00694,Jennifer Williams,Ajman,2025-08-07,Referral,Regular
CUST_00695,William Johnson,Ajman,2025-08-13,Web,Premium
CUST_00696,Kristi Pierce,Abu Dhabi,2025-06-11,Referral,Regular
CUST_00697,Robert Taylor,Dubai,2025-11-13,Call Center,Regular
CUST_00698,Richard Walker,Sharjah,2025-02-05,Web,Regular
CUST_00699,Jacqueline Mccoy,Abu Dhabi,2025-02-25,Web,Regular
CUST_00700,Deanna Hess,Abu Dhabi,2026-01-05,Call Center,Premium
CUST_00701,Christina Brewer PhD,Abu Dhabi,2025-07-14,App,VIP
CUST_00702,Sandra Rivera,Sharjah,2025-01-16,Web,Regular
CUST_00703,Amber Glass,Dubai,2025-12-24,Web,Regular
CUST_00704,Jennifer Johnson,Abu Dhabi,2025-09-02,Web,Regular
CUST_00705,Daniel Lopez,Dubai,2025-10-25,Call Center,Regular
CUST_00706,Charles Mendez,Abu Dhabi,2025-11-25,Referral,Regular
CUST_00707,Kathleen Andrade,Ajman,2025-05-05,App,Regular
CUST_00708,Douglas Taylor,Sharjah,2025-04-14,Referral,VIP
CUST_00709,Rebecca Wright,Abu Dhabi,2025-07-21,App,VIP
CUST_00710,Rachael Howard DDS,Dubai,2025-07-09,App,Regular
CUST_00711,Keith Morris,Ajman,2025-08-09,Web,Regular
CUST_00712,Francis Robinson,Dubai,2025-08-27,Web,VIP
CUST_00713,William Moreno,Sharjah,2025-10-04,Web,VIP
CUST_00714,Ariel Sandoval,Dubai,2025-12-10,Call Center,Regular
CUST_00715,Raven Mclaughlin,Dubai,2025-04-15,Web,Regular
CUST_00716,Vickie Price,Ajman,2025-12-25,Web,Regular
CUST_00717,Kevin Drake,Dubai,2025-08-28,App,Premium
CUST_00718,Alyssa Haynes,Dubai,2025-08-21,Call Center,Premium
CUST_00719,Chelsea Travis,Dubai,2025-11-29,Call Center,Premium
CUST_00720,Casey Johnson,Abu Dhabi,2025-04-14,Web,Regular
CUST_00721,Daniel Fox,Dubai,2025-08-08,Referral,Regular
CUST_00722,Lucas Drake,Sharjah,2025-11-26,Web,Regular
CUST_00723,Tamara Richard,Sharjah,2025-03-10,Call Center,Regular
CUST_00724,Charles Bush,Dubai,2025-11-13,Call Center,Premium
CUST_00725,Sarah Valencia,Abu Dhabi,2025-11-03,Call Center,Regular
CUST_00726,Tom Foster,Dubai,2025-10-11,Call Center,Premium
CUST_00727,Frank Daugherty,Ajman,2025-06-16,Web,Regular
CUST_00728,Toni Banks,Abu Dhabi,2025-07-05,App,Premium
CUST_00729,Kristina Preston,Ajman,2025-07-11,App,Premium
CUST_00730,Kevin Thompson,Abu Dhabi,2025-10-03,Call Center,Regular
CUST_00731,Elizabeth Thompson,Ras Al Khaimah,2025-10-14,Web,Regular
CUST_00732,Tiffany Myers,Dubai,2025-08-25,App,Regular
CUST_00733,Evan Lamb,Dubai,2025-06-06,Call Center,Regular
CUST_00734,Ashley Crawford,Dubai,2025-05-10,Web,Regular
CUST_00735,Cynthia Haas,Sharjah,2025-05-19,Call Center,Regular
CUST_00736,Tracey Underwood,Abu Dhabi,2025-09-25,Call Center,Premium
CUST_00737,Derek Wright,Abu Dhabi,2025-08-06,App,Premium
CUST_00738,Richard Le,Sharjah,2025-06-10,App,Regular
CUST_00739,Nicholas Costa,Sharjah,2025-08-10,Web,VIP
CUST_00740,James Payne Jr.,Dubai,2025-11-12,Referral,Regular
CUST_00741,Laura Chang,Ras Al Khaimah,2025-02-01,Call Center,Regular
CUST_00742,Benjamin Singleton,Sharjah,2025-07-22,App,Regular
CUST_00743,Dean Garcia,Sharjah,2025-11-01,App,VIP
CUST_00744,James Dennis,Abu Dhabi,2025-03-13,App,Regular
CUST_00745,William Barry,Dubai,2025-02-22,Referral,Regular
CUST_00746,Matthew Lawson,Sharjah,2025-03-02,Call Center,Premium
CUST_00747,Brian Harris,Dubai,2025-09-02,Referral,Regular
CUST_00748,Julian Frost,Dubai,2025-09-09,App,VIP
CUST_00749,Elizabeth Davis,Abu Dhabi,2025-01-19,App,VIP
CUST_00750,Sara Hernandez,Ras Al Khaimah,2025-10-25,Referral,Premium
CUST_00751,Brandon Colon,Abu Dhabi,2025-11-02,Web,Regular
CUST_00752,Alexander Jackson,Dubai,2025-04-07,Web,Premium
CUST_00753,Kara Wilson,SHJ,2025-08-01,Referral,Premium
CUST_00754,Steven Baker,Ajman,2025-06-09,Web,Regular
CUST_00755,Stephen Wood,Abu Dhabi,2025-09-13,Referral,Premium
CUST_00756,Jeremiah Baker,Ras Al Khaimah,2025-12-02,App,Regular
CUST_00757,Brittany Horton,Abu Dhabi,2025-11-11,App,Regular
CUST_00758,Gregg Weaver,Dubai,2025-04-22,Call Center,VIP
CUST_00759,Sara Cardenas,Ajman,2025-04-21,App,VIP
CUST_00760,Melissa Mayer,ras al khaimah,2025-01-12,App,Regular
CUST_00761,Blake Orr,Sharjah,2025-04-08,Web,Regular
CUST_00762,Stephanie Mcbride,Dubai,2025-04-02,Call Center,Premium
CUST_00763,Peter Thompson,Abu Dhabi,2025-03-19,Call Center,Regular
CUST_00764,Rhonda Martinez,Abu Dhabi,2025-09-16,Web,Regular
CUST_00765,Michael Harris,Dubai,2025-11-22,Web,Premium
CUST_00766,Deanna Bartlett,Dubai,2025-06-08,App,Regular
CUST_00767,Justin Arnold,Sharjah,2025-01-14,Referral,Regular
CUST_00768,Sylvia Smith,Ras Al Khaimah,2025-02-07,Referral,Regular
CUST_00769,Chase Knight,Sharjah,2025-09-02,Web,Regular
CUST_00770,Kristine Garcia,Dubai,2025-04-13,Referral,Regular
CUST_00771,Sheryl Humphrey,Dubai,2025-10-05,Referral,Regular
CUST_00772,John Lynch,Abu Dhabi,2025-03-27,Web,Regular
CUST_00773,Jamie Montgomery,Dubai,2026-01-04,Referral,Regular
CUST_00774,Steve Rivera,Sharjah,2025-02-14,App,Regular
CUST_00775,John Adams,Dubai,2025-12-24,Web,Regular
CUST_00776,Robert Turner,Abu Dhabi,2025-09-17,Web,Regular
